166	452	10	71.34
821	983	8	116.78
172	174	8	25.51
103	188	12	5.01
129	157	12	22.74
103	113	248	703.57
172	101	26	20.46
3657	160	4	44.2
289	173	4	15.67
247	118	7	16.8
284	140	3	7.44
121	123	11	5.65
163	162	4	6.1
149	844	3	17.69
1898	12	3	7.98
437	14	8	5.96
146	186	6	14.73
101	921	7	23.95
277	2098	3	32.55
155	2198	4	37.23
106	373	7	16.32
125	124	17	20.36
789	126	8	52.41
101	614	4	5.55
2314	418	3	37.65
555	13	23	291.11
109	374	42	315.44
1016	112	19	181.83
2019	12	3	8.66
1307	123	3	16.95
161	736	4	25.77
209	354	6	38.5
460	2265	3	38.47
142	426	8	46.15
204	270	12	81.36
305	2906	3	36.77
122	262	4	7.22
291	453	3	21.11
112	537	5	19.49
1916	101	4	16.22
103	438	5	6.64
939	103	9	40.25
2270	134	4	34.73
127	251	9	29.94
290	144	6	23.56
114	1117	7	46.19
105	1123	3	8.83
388	103	7	11.2
230	1858	3	30.07
301	150	4	14.02
129	916	8	57.02
327	156	3	10
184	215	4	13.39
123	347	7	26.27
231	792	3	23.48
101	1585	7	35.35
101	1373	5	18.92
112	1638	3	16.55
101	160	18	4.46
101	110	115	118.89
2199	109	4	28.5
5865	150	3	35.94
283	126	3	5.06
117	1148	3	14.48
104	838	5	16.08
1476	103	3	9.53
1188	14	4	6.63
2360	14	3	7.81
136	303	3	7.89
210	485	24	257.9
114	159	22	52.51
104	1092	7	32.56
110	594	3	9.02
202	150	3	4.97
105	108	205	524.22
105	312	8	12.55
987	240	3	25.45
254	347	4	25.05
314	149	5	20.48
109	2407	3	20.14
1042	104	9	46.35
106	1753	3	13.5
124	1407	3	17.45
4139	121	4	42.23
101	1118	5	16.11
122	1082	3	15.28
170	1316	9	92.53
12	5378	3	19.65
114	1586	9	76.69
2133	117	5	38.55
1973	14	4	10.99
108	422	3	5.84
392	4961	3	47.86
167	150	5	8.25
101	932	5	14
1278	14	9	34.05
107	787	3	10.08
146	295	6	24.61
908	207	3	22.74
12	144	32	5.53
380	148	3	11.26
1261	195	3	24.61
133	177	4	4.5
205	159	4	9.57
106	536	9	34.89
308	170	4	16.43
106	366	5	8.48
4459	486	4	66.25
148	3478	5	59.78
132	1159	3	17.71
107	5370	3	28.73
2013	798	5	77.4
247	121	4	6.7
683	133	3	14.35
531	176	9	70.03
417	102	5	5.69
135	1525	4	30.06
109	1508	5	32.21
221	256	4	19.12
477	119	3	8.44
112	179	7	6.37
1645	269	3	30.1
102	698	4	7.66
1008	328	6	67.27
122	256	6	14.63
432	103	7	12.85
206	1992	3	29.03
157	115	24	58.65
1681	501	3	36.99
166	195	5	14.06
128	2398	3	21.74
116	228	24	104.84
693	12	4	4.25
379	176	3	13.41
2788	12	3	11.57
379	125	7	29.64
272	189	3	10.99
104	1492	3	10.79
154	636	5	31.38
142	441	4	17.94
282	468	7	61.24
631	118	11	69.08
109	365	8	28.7
104	149	115	422.74
152	207	29	177.43
180	172	16	74.11
119	467	4	13.15
615	2136	3	40
809	271	3	24.96
1371	101	3	8.04
123	1766	3	19.04
120	202	16	54.12
1654	207	3	27.03
175	148	6	12.94
106	2587	3	16.73
110	129	27	38.74
1004	12	7	20.97
118	167	6	4.1
254	162	4	13.11
3378	112	3	23.22
2106	102	4	18.38
102	1541	4	14.88
103	936	3	6.44
113	198	12	28.11
257	128	35	216.91
292	125	4	8.9
4289	121	3	27.18
123	412	3	8.15
1089	118	5	29.65
134	1541	3	20.36
317	230	17	149.99
154	282	28	205.69
607	14	8	11.67
290	157	4	13.91
336	236	7	49.88
350	555	10	109.76
141	129	12	18.34
246	137	3	6.05
2245	103	4	19.95
916	101	3	5.24
131	551	4	18.25
474	2	4	16.21
117	139	19	32.79
136	1331	5	38.74
687	1392	11	180.5
131	103	84	150.39
167	151	4	5.25
650	159	4	23.98
422	115	4	11.16
542	114	17	113.01
321	118	7	22.58
4339	8	4	39.48
117	3089	3	22.24
132	2245	5	45.19
111	238	4	4.45
106	997	3	9.42
370	8	3	5.45
870	12	5	9.66
287	185	10	61.66
227	588	3	20.82
1231	128	3	16.95
233	102	43	144.01
128	1183	6	42.6
2216	12	4	15.42
2461	109	4	30.01
114	305	6	15.21
219	258	4	19.13
2731	273	3	35.5
105	103	234	260.71
105	249	19	45.49
211	702	5	40.28
124	188	8	15.13
179	101	32	39.82
260	122	5	10.82
5173	2190	3	61.86
313	246	3	16
223	118	22	93.83
149	125	6	4.11
577	171	3	16.4
139	4383	4	46.43
342	12	41	150.84
734	149	6	41.99
243	1386	5	53.16
109	1980	3	18.27
262	516	11	108.56
117	125	15	10.63
137	236	13	60.61
111	151	11	10.91
12	2035	3	8.66
106	1655	3	12.92
158	230	4	11.46
377	117	12	57.66
137	368	6	27.79
1611	115	4	25.01
297	1371	3	30.17
148	264	4	12.12
218	202	3	9.9
466	109	14	76.64
478	117	3	8.08
292	191	3	11.84
677	14	28	139.3
281	16	4	19.86
131	568	10	65.7
141	229	4	9.66
182	198	6	21.82
103	4411	3	18.7
3228	3927	3	61.22
170	2940	5	57.15
105	399	10	27.3
498	127	8	42.74
276	182	10	58.17
104	604	3	4.69
1065	12	4	7.81
120	185	5	5.08
309	103	7	6.86
1298	103	6	26.5
119	860	7	42.72
943	101	3	5.48
107	368	5	12.19
2493	117	4	31.17
118	214	4	4.19
4023	2413	4	84.74
254	157	3	7.59
118	315	6	17.26
145	223	4	9.66
117	1752	5	35.79
242	206	6	30.29
104	170	122	536.47
2103	14	4	11.98
2935	155	3	27.92
2676	236	4	47.18
397	103	9	19.07
775	101	4	7.64
115	14	198	192.22
121	382	3	7.51
195	121	5	6.36
119	554	3	9.75
166	121	7	7.51
9	8	17	4.59
194	149	3	4.55
1971	104	7	45.05
106	1398	4	18.42
285	213	4	19.62
122	160	20	55.26
487	246	7	59.6
112	386	3	6
132	251	3	5.15
991	492	3	32.54
362	103	8	12.97
3308	14	3	11.35
111	2299	3	19.26
458	1164	6	76.37
155	1684	6	57.34
627	103	10	35.16
142	2	12	20.9
3610	122	3	24.98
361	134	11	62.73
915	14	4	4.56
170	3453	3	30.8
172	156	9	25.91
12	1574	3	6.85
542	784	4	44.72
123	831	3	13.48
109	3709	3	25.16
200	231	23	176.52
113	984	4	19.81
129	302	3	5.89
366	12	9	8.66
1423	112	12	108.33
134	1647	3	20.9
271	2592	6	81.93
2095	451	4	52.97
217	233	6	31.86
12	244	21	24.96
344	121	3	6.37
648	133	3	13.82
565	176	8	61.39
1680	182	3	25.65
169	189	3	5.35
146	196	19	94.44
135	240	3	5.72
248	251	3	13.77
114	647	18	130.75
568	119	4	15.44
641	101	4	5.9
170	2308	4	38.96
121	331	4	9.99
500	123	3	9.73
157	156	20	79.95
122	114	37	68.39
162	555	5	31.17
8	440	4	11.02
142	407	3	11
143	126	32	102.83
136	1916	4	32.79
1293	273	9	111.67
764	223	4	32.58
114	1037	6	35.84
3234	14	3	11.35
8	1200	3	14.35
131	1870	10	111.01
220	2	5	10.61
1302	117	5	31.9
550	101	4	4.91
115	177	23	67.84
578	139	5	28.11
122	3693	4	37.27
106	255	6	5.73
151	1041	4	28.06
133	143	8	11.1
772	1986	4	58.97
3890	12	3	15.23
107	609	7	31.26
254	4225	3	38.58
1403	103	3	9.07
135	190	6	13.14
156	234	10	46.41
431	101	8	14.06
1045	115	5	27.93
262	901	3	25.59
12	5721	3	19.65
232	2603	4	46.98
1798	1669	7	128.34
132	371	6	25.62
1089	2359	3	45.29
468	1173	9	125.04
1229	184	3	23.55
209	342	6	37.79
103	143	31	21.91
311	104	14	35.49
119	1393	3	16.5
216	1398	3	26.95
101	1875	3	10.17
221	114	5	6.43
112	149	34	99.43
250	812	3	24.2
817	323	4	38.33
132	942	7	50.67
709	215	7	63.57
399	104	28	139.08
111	202	14	36.02
137	163	8	16.25
2758	2	3	24.84
297	1193	3	28.87
123	129	22	37.12
158	111	11	12.1
2202	103	3	12.78
2490	14	3	8.73
1986	101	3	10.88
1268	702	4	52.19
160	297	5	20.93
134	424	3	10.61
107	237	7	11.95
134	348	3	8.79
1054	506	4	47.21
107	106	115	216.66
629	14	7	9.26
190	744	3	20.01
103	2051	3	11.95
12	680	4	4.06
179	124	15	40.39
124	111	49	113.93
898	101	3	5.24
124	161	11	19.43
179	175	3	4.94
233	197	16	110.2
105	198	27	59.85
385	194	8	56.47
110	495	4	12.33
110	412	15	78.9
2	248	4	8.37
174	253	6	26.15
991	1895	7	118.23
223	107	18	57.6
106	2362	3	15.73
272	1783	3	30.89
139	2331	4	35.36
988	988	8	121.68
185	325	3	12.55
136	203	6	14.89
104	805	4	10.79
185	459	3	15.79
134	305	3	7.66
381	135	8	42.56
2714	14	3	9.86
309	122	3	5.53
12	1054	3	4.31
145	103	55	91.15
145	168	6	11.06
137	490	3	12.13
102	305	7	6.16
171	230	7	29.98
113	103	85	80.49
395	14	11	11.29
161	219	11	52.48
197	176	5	15.71
538	329	10	106.87
236	12	17	13.62
424	5507	3	48.33
184	133	15	54.8
1284	12	3	5.57
4961	463	3	49.05
472	1857	7	103.31
290	129	5	13.65
182	103	31	48.55
182	168	4	8.14
1382	14	3	4.47
117	573	3	9.52
154	210	3	5.47
464	14	21	55.52
127	286	3	5.21
141	209	5	11.69
141	324	3	8.72
684	239	3	22.55
248	1033	5	49.19
109	1072	5	27.72
114	427	15	82.33
2315	103	4	19.95
120	151	29	91.57
110	324	4	7.54
192	101	30	46.05
249	122	11	38.76
1249	12	5	13.73
106	743	7	29.1
106	819	6	24.31
118	182	29	107.98
324	246	3	16.3
124	459	3	9.01
2174	1258	7	129.22
189	311	3	12.46
594	142	4	21.14
983	123	5	30.2
101	125	37	6.95
207	12	18	8.17
124	158	8	9.15
107	211	8	11.49
1496	968	10	174.3
12	2630	5	24.54
185	111	14	30.65
12	2494	3	10.4
549	14	10	16.81
108	1302	3	14.18
903	119	3	13.34
975	103	3	6.69
110	512	4	12.8
104	1720	4	18.48
1119	106	3	10.35
2	1413	3	18.67
450	278	3	20.56
105	1396	6	30.25
151	1454	7	66.12
123	287	6	17.1
158	158	5	7.91
1062	102	4	11.63
103	814	3	5.34
102	472	4	4.23
112	604	3	9.41
193	270	7	37.99
111	185	8	10.11
1051	12	3	4.31
1401	142	5	40.23
736	154	11	93.32
128	477	3	9.68
131	623	7	42.02
107	3275	4	33.32
153	313	5	20.72
261	142	3	6.77
209	121	4	4.4
181	149	4	6.45
518	102	4	5.21
868	104	3	7.12
945	468	4	44.77
178	2534	5	55.3
389	133	4	15.45
106	6169	3	26.19
142	110	12	10.42
2121	14	4	11.98
1002	14	7	17.16
231	352	8	60.27
157	411	15	111.76
977	126	5	30.66
560	124	3	10.79
977	177	3	21.02
1208	14	4	7.08
114	5344	3	30.04
113	1030	3	13.34
170	1070	5	40.71
582	181	3	17.23
111	1894	3	17.66
1031	14	6	12.77
180	546	13	113.64
106	417	8	23.05
103	1521	3	9.53
133	14	73	39.49
156	131	26	92.46
1460	309	4	44.35
392	3236	5	79.91
1035	104	3	8.16
110	711	7	36.45
130	104	69	113.84
191	395	3	15.11
130	250	3	4.5
410	466	4	35.48
151	994	5	37.03
195	266	4	17.56
104	5106	3	24.49
1085	144	4	27.49
112	503	4	12.81
285	117	8	23.76
147	596	5	29.86
107	1788	3	15.97
3050	117	5	45.48
3207	14	4	18.93
151	1643	8	80.8
103	346	17	47.88
1830	12	3	7.98
187	114	6	5.74
168	283	3	9.64
334	3797	4	61.3
494	107	3	6.82
252	117	7	16.42
16	2	17	73.18
463	391	3	24.5
209	352	5	30.09
833	106	3	8.18
945	135	4	25.3
114	1777	8	67.27
104	1535	5	23.78
112	430	4	11.03
183	565	4	25.71
177	142	74	521.73
12	1333	5	14.43
278	318	91	1362.08
413	12	9	11
462	102	13	40.45
101	812	9	32.64
125	114	16	11.04
107	1094	3	12.42
615	2137	5	73.68
115	218	6	9.38
3438	962	3	48.19
312	14	20	26.75
1573	119	3	17.52
2935	109	3	21.37
165	3176	3	30.44
121	234	4	6.25
5713	5832	3	72.45
156	153	7	13.93
446	103	5	6.78
125	542	6	29.83
325	142	3	8.83
101	1066	3	6.28
146	222	7	24.55
110	4300	3	25.17
205	160	7	24.36
12	217	22	20.56
205	241	4	16.92
103	1391	3	9.07
151	663	9	68.31
112	296	19	87.62
183	8	10	15.22
129	260	5	11.92
172	110	47	188.92
1036	3344	5	93.15
1556	12	3	6.85
372	113	5	14.24
518	122	3	9.95
1040	115	14	116.39
392	2460	3	38.3
602	487	5	53.07
655	122	3	11.54
109	1507	3	15.74
440	2040	6	86.33
282	266	4	22.84
117	698	4	16.93
132	467	8	43.97
3773	3956	3	63.45
1498	155	12	138.07
123	161	11	19.31
123	111	33	53.72
3240	3135	3	58.99
117	339	16	79.22
167	253	5	18.77
203	118	21	77.09
114	173	21	54.83
892	9	7	41.57
185	112	32	121.74
219	158	5	15.46
110	529	4	13.14
105	167	34	58.98
3743	3858	4	94.3
101	2863	3	13.86
151	308	3	9.25
151	242	4	11.4
124	129	18	24.73
118	501	3	8.79
107	134	11	4.77
657	14	6	6.7
128	1116	6	41.77
118	249	4	5.85
1445	14	4	8.72
110	3001	3	21.38
274	106	40	190.12
111	1121	6	36.82
274	163	7	32.24
866	102	3	5.53
120	201	41	217.84
1199	107	4	19.97
941	112	7	42.53
1260	211	3	25.33
110	275	17	68.47
192	226	4	15.21
361	943	4	41.79
141	275	12	60.18
1217	243	3	27.38
141	128	7	4.93
712	154	5	32.97
131	552	3	11.97
466	155	12	87.61
857	106	3	8.4
367	14	18	30.08
1564	165	8	83.93
4523	403	3	43.45
126	863	15	127.29
246	223	10	66.2
373	115	5	14.41
127	210	15	53.81
1130	103	3	7.57
127	151	7	6.48
168	716	4	26.11
128	261	33	203.15
382	222	3	17.01
111	461	3	7.12
1151	9	3	14.18
102	125	96	155.21
267	185	3	10.57
1962	112	4	26.52
906	112	4	18.91
148	263	3	7.48
148	147	13	37.32
309	102	27	90.47
2052	720	3	41.28
345	270	3	17.62
888	152	3	18.08
581	104	3	4.44
1277	12	5	14.43
1618	1879	3	46.74
12	857	6	13.22
631	703	4	45.08
717	132	4	20.96
164	174	10	34.71
1334	2386	6	107.39
283	204	4	18.89
175	168	4	7.57
349	177	10	66.16
202	106	11	12.93
105	214	31	87.06
306	1542	5	58.02
109	843	11	74.67
3453	155	4	43.3
577	14	7	8.04
632	117	17	123.56
111	1597	3	16.41
128	1231	6	43.49
101	397	10	19.89
179	12	48	61.93
610	121	3	11.04
314	107	5	9.6
3017	253	4	49.77
124	287	6	17.17
106	1096	5	22.1
12	602	6	8.37
128	397	11	59.12
180	1744	3	25.41
111	253	8	18.95
137	118	21	40.65
12	2034	3	8.66
103	643	3	3.91
105	1593	3	11.36
121	2123	5	40.47
1596	115	6	43.72
109	1981	3	18.27
144	262	3	6.92
117	225	5	7.47
12	1573	3	6.85
132	2858	3	25.15
366	101	13	28.84
128	904	4	21.96
212	394	4	24.1
221	240	3	12.2
231	387	3	17.63
130	1358	5	35.46
135	1509	10	101.2
504	12	10	18.94
143	423	12	79.31
105	1927	4	19.47
1313	171	4	32.74
3148	1217	3	50.28
114	648	12	74.71
173	435	4	21
135	307	8	36.2
243	798	9	94.41
211	121	7	14.1
170	2307	5	51.98
284	114	5	9.9
129	1437	5	35.94
118	1081	4	21.72
273	165	57	533.91
4463	278	3	39.5
1003	14	6	12.77
528	103	7	16.75
2544	122	4	32.73
482	139	4	18.51
101	827	9	33.42
105	977	4	12.85
110	738	4	16.36
209	1279	3	25.68
105	1080	6	25.84
103	4920	3	23.15
132	250	24	136.94
8	410	4	10.19
104	1580	3	11.3
463	374	3	23.98
108	659	8	40.17
143	244	3	6.32
2089	104	3	13.24
818	112	5	24.31
9	108	85	211.62
5301	103	3	23.15
194	150	4	7.98
771	106	3	7.76
554	119	3	9.75
3287	4856	3	65.72
122	109	32	48.02
231	342	5	32.28
5468	1101	3	55.87
104	430	4	4.97
121	154	8	8.13
121	213	4	4.64
431	12	15	33.79
133	218	5	12.04
229	2371	4	45.31
166	1188	3	21.39
12	227	22	23.4
779	122	3	12.88
146	150	17	57.55
110	4310	3	25.17
129	227	7	18.42
725	103	6	16.91
200	109	6	6.68
172	2	5	5.18
241	117	10	28.93
221	190	5	20.19
603	4049	4	68.72
142	156	7	11.92
732	3897	3	48.44
1660	9	3	17.05
162	556	3	15.54
168	131	15	42.84
4273	102	4	30.52
295	104	11	20.49
187	130	43	231.84
116	143	15	19.68
509	112	5	18.39
187	205	8	35.89
116	260	6	12.26
106	1428	6	33.46
103	469	6	10.49
1124	359	3	30.65
129	377	3	8.06
449	101	8	15.03
256	576	11	111.7
159	195	10	39.82
101	782	6	16.09
2376	115	3	19.61
102	1950	3	10.99
170	832	4	27.79
1609	235	3	29.05
104	296	36	153.29
3842	3862	4	94.3
688	12	4	4.06
1684	12	3	7.38
160	2151	7	76.62
329	104	5	4.71
2354	127	6	55.49
2	929	3	15.76
1116	828	8	120.68
831	323	4	38.65
107	414	5	13.63
1522	127	5	36.47
3246	3786	4	89.29
12	988	5	10.94
790	358	4	39.48
124	412	3	8.18
172	1862	3	25.39
189	152	5	11.37
189	211	6	24.28
209	1804	3	28.46
110	161	42	149.79
164	175	8	24.44
270	378	7	56.08
130	719	3	13.2
360	239	4	25.3
4254	207	3	36.01
236	101	10	6.11
604	1218	15	255.49
2322	122	4	31.21
182	214	14	79.36
290	188	3	11.61
382	104	4	4.16
346	196	3	14.18
160	1192	5	40.96
199	325	3	13.76
184	118	78	468.29
1001	12	4	7.42
113	167	59	264.55
1248	176	5	43.71
884	102	4	9.79
101	1210	5	17.4
128	390	7	30.61
1346	102	3	8.41
213	125	11	33.12
433	121	4	13.28
232	299	7	46.75
167	286	12	71.3
167	186	18	91.07
450	115	5	17.03
3674	105	4	27.76
722	144	15	133.57
116	906	4	19.21
271	111	45	279.03
262	525	7	62.22
1829	14	3	6.38
889	111	7	40.76
1963	134	3	22.17
615	206	3	19.57
1466	14	3	4.87
1216	496	3	34.44
206	4766	3	40.48
170	4937	3	37.52
258	134	6	19.49
219	113	16	53.12
12	2410	3	10.4
120	564	5	22.65
2803	2731	5	104.82
201	962	3	22.84
109	834	8	47.24
152	871	6	45.27
4300	257	4	57.52
151	128	7	6.56
104	4321	3	20.03
219	128	9	26.26
110	459	6	21.91
108	1249	3	13.77
341	12	36	119.97
105	123	134	352.59
1802	14	3	6.38
571	109	3	8.73
370	117	6	20.09
12	696	11	32.51
1400	172	5	44.45
103	677	3	4.32
158	324	9	49.92
201	3537	5	67.24
142	2596	3	25.51
321	310	3	18.53
1771	14	3	5.81
111	286	17	72.14
101	1313	4	12.54
193	269	7	37.78
111	186	15	35.53
1365	14	4	8.12
116	2276	3	19.64
144	125	17	35.63
188	203	4	12.53
167	201	3	6.02
306	12	14	16.07
3765	8	3	25.12
141	408	3	10.89
1230	118	5	31.64
262	125	5	11.54
409	189	3	15.08
182	167	3	4.54
114	1238	3	14.77
1145	12	3	4.59
141	158	14	41.25
143	695	3	15.3
108	229	5	5.86
113	264	4	5.49
2834	431	4	57.13
1192	297	9	111.1
240	186	3	9.87
489	207	4	26.09
1249	101	3	7.25
118	122	12	5.14
189	106	13	15.27
145	214	3	5.3
124	578	4	16.87
364	144	7	35.71
151	539	7	46.01
204	3328	3	33.67
12	1035	6	15.96
189	237	3	9.88
159	686	9	71.68
3526	14	3	11.35
1522	141	3	20.94
102	1539	5	21.19
270	2669	4	48.71
110	3018	4	31.94
120	253	5	10.33
210	299	7	42.94
104	701	3	5.57
457	142	52	583.31
110	325	4	7.54
164	140	6	9.86
110	158	31	87.69
125	241	5	10.55
2052	222	4	43.31
101	733	9	30.51
1272	213	4	36.6
119	595	3	10.18
12	444	10	15.9
733	3904	4	70.74
114	2324	5	39.52
630	12	7	12.63
106	3110	3	17.95
