250	1
1140	2
634	3
1964	4
115	5
806	6
11	7
38	8
27	9
41	10
1246	11
2140	12
1213	13
128	14
2571	15
1163	16
782	17
414	18
27	19
2	20
392	21
392	22
332	23
1238	24
899	25
628	26
628	27
420	28
2435	29
520	30
595	31
42	32
182	33
415	34
1	35
1525	36
2078	37
1127	38
1052	39
1	40
206	41
561	42
35	43
403	44
11	45
397	46
348	47
519	48
683	49
622	50
2117	51
622	52
2118	53
372	54
31	55
42	56
158	57
1000	58
1273	59
1475	60
1407	61
26	62
318	63
411	64
1433	65
171	66
16	67
2506	68
2198	69
1176	70
1300	71
29	72
113	73
357	74
585	75
159	76
159	77
159	78
380	79
886	80
887	81
2296	82
1220	83
1217	84
2155	85
759	86
52	87
170	88
935	89
613	90
571	91
313	92
2760	93
27	94
1679	95
12	96
2372	97
2	98
1965	99
592	100
47	101
584	102
17	103
139	104
139	105
461	106
646	107
16	108
488	109
1	110
2653	111
2375	112
952	113
6	114
2489	115
2111	116
130	117
429	118
370	119
370	120
40	121
1978	122
320	123
351	124
351	125
351	126
742	127
952	128
1278	129
2704	130
740	131
228	132
903	133
123	134
123	135
990	136
1	137
538	138
1081	139
2219	140
1896	141
1461	142
244	143
1342	144
814	145
29	146
990	147
870	148
348	149
197	150
822	151
822	152
608	153
95	154
319	155
794	156
655	157
655	158
1	159
1	160
655	161
1	162
220	163
376	164
968	165
211	166
16	167
218	168
50	169
1162	170
119	171
5	172
268	173
1218	174
121	175
40	176
116	177
596	178
241	179
1937	180
1229	181
130	182
2334	183
436	184
736	185
2494	186
5	187
999	188
1685	189
1686	190
14	191
423	192
554	193
11	194
175	195
935	196
130	197
1103	198
96	199
134	200
1079	201
136	202
9	203
1074	204
2039	205
2046	206
270	207
1144	208
2020	209
2559	210
1948	211
23	212
10	213
991	214
1195	215
2735	216
2026	217
484	218
618	219
7	220
2	221
1603	222
166	223
798	224
2007	225
774	226
74	227
774	228
932	229
30	230
222	231
1274	232
1276	233
46	234
78	235
149	236
22	237
46	238
161	239
8	240
30	241
8	242
30	243
928	244
2429	245
30	246
1003	247
511	248
1023	249
140	250
10	251
132	252
70	253
70	254
70	255
92	256
1980	257
844	258
70	259
16	260
362	261
14	262
14	263
143	264
35	265
35	266
132	267
1	268
12	269
1287	270
1287	271
1042	272
1042	273
50	274
928	275
82	276
542	277
41	278
41	279
41	280
88	281
651	282
126	283
156	284
289	285
258	286
516	287
208	288
169	289
42	290
46	291
278	292
34	293
208	294
208	295
15	296
168	297
1936	298
259	299
403	300
215	301
168	302
774	303
168	304
168	305
551	306
30	307
8	308
8	309
1259	310
1	311
496	312
98	313
876	314
156	315
137	316
1781	317
148	318
290	319
215	320
264	321
335	322
8	323
16	324
741	325
137	326
900	327
137	328
335	329
447	330
2	331
386	332
386	333
61	334
2081	335
1	336
611	337
1329	338
64	339
23	340
836	341
773	342
105	343
136	344
267	345
1	346
129	347
850	348
1	349
153	350
153	351
1	352
1	353
2121	354
285	355
285	356
2697	357
961	358
358	359
2504	360
387	361
387	362
180	363
1068	364
2657	365
47	366
15	367
268	368
66	369
936	370
651	371
231	372
74	373
17	374
551	375
74	376
74	377
7	378
121	379
