1920	131	4	9.04
297	205	11	16.56
227	217	9	10.39
189	169	24	20.7
364	158	10	12.5
1892	8	5	9.45
780	185	4	7.49
179	590	7	13.56
400	112	17	10.51
145	213	21	10.45
227	143	18	11.63
1668	9	11	49.6
433	1143	6	44.78
297	130	21	14.45
118	116	190	72.48
2241	127	3	7.48
686	731	4	24.82
189	104	91	14.96
393	1918	3	20.94
324	110	26	23.42
222	1571	3	11.14
13	5470	3	27.84
471	173	7	8.71
118	283	31	25.6
133	1071	6	11.59
471	246	11	41.31
386	602	5	22.71
1032	257	3	9.4
426	354	4	10.4
204	3270	3	16.35
636	261	3	7.27
4916	110	3	13.59
869	846	3	18.33
2554	167	3	10.86
196	491	7	14.11
979	160	4	7.56
831	12	18	7.77
1550	9	6	11.72
2106	116	5	11.08
482	749	3	13.6
2626	118	4	9.5
443	529	3	9.81
1054	104	12	13.98
713	558	3	13.71
1262	166	5	14.1
3582	152	3	12.95
2406	9	3	7.22
3526	9	3	7.22
193	1141	4	11.7
315	803	3	9.8
107	570	12	6.65
572	770	3	15.65
231	1892	4	20.06
1154	244	7	36.28
101	231	113	76.63
523	320	3	6.85
208	659	7	22.19
110	3016	3	9.31
335	444	4	9.94
298	1052	3	11.51
134	323	14	10.9
690	1400	3	20.27
149	458	12	21.3
8	1664	5	8.38
173	721	6	11.62
154	1415	4	9.72
104	703	17	11.74
516	4044	3	28
144	1252	10	39.62
293	450	5	12.15
123	4012	3	10.65
269	646	3	7.2
103	5587	3	7.62
129	3657	5	25.22
210	239	16	30.47
430	111	23	29.2
175	200	16	7.92
104	839	15	15.22
120	216	48	43.59
3411	119	3	7.93
312	797	4	15.74
5167	139	3	18.11
567	103	31	39.92
4448	115	4	17.89
185	555	6	13.21
348	818	3	10.69
2171	141	4	13.22
175	132	58	70.11
260	2692	3	16.53
485	210	21	111.67
106	2399	5	7.36
1914	170	3	9.14
149	510	7	7.8
820	525	3	14.98
1311	155	5	13.19
537	1669	4	29.61
156	1031	8	29.52
552	338	4	12.76
303	251	8	15.29
193	6019	3	22.19
202	387	7	11
615	375	5	21.83
2344	1065	4	41.52
270	429	10	41
2	464	7	9.21
313	455	4	9.19
136	293	28	44.05
161	1374	4	12.26
220	682	4	10.51
421	391	4	12.29
134	3020	6	34.48
687	413	7	39.36
156	895	5	10.63
4285	101	4	7.79
1360	117	6	8.71
141	1589	5	15.34
102	5755	3	7.08
375	951	3	13.07
331	135	15	15.87
5247	139	3	18.11
192	109	65	36.17
717	103	18	13.27
1144	206	5	18.11
4064	155	3	14.42
105	536	19	7.71
1164	944	5	41.87
1320	811	3	20.88
2458	119	4	10.06
317	172	9	7.27
4267	168	4	26.89
155	1498	13	81.89
484	119	11	7.89
3070	105	4	6.93
103	4310	4	10.16
2198	155	6	32.05
104	1985	6	6.98
2699	106	6	14.71
429	204	5	7.81
236	155	20	18.26
135	1664	4	10.19
129	4225	3	10.8
643	324	3	8.39
103	4206	4	10.16
663	305	3	8.84
1809	348	3	17.05
154	266	25	45.45
185	1318	3	7.3
399	462	4	12.38
127	221	60	100.18
336	105	33	7.49
281	117	27	14.08
1585	209	3	10.49
102	3072	5	7.13
1217	126	5	7.51
3246	105	4	6.93
246	153	27	43.76
1397	202	3	8.78
684	103	15	7.17
108	126	177	36.69
3775	204	3	18.54
6195	119	3	14.27
128	3103	3	11
730	3105	4	40.31
360	148	12	14.27
192	1510	3	9.28
936	141	8	20.45
2043	108	6	13.15
197	278	14	26.58
768	225	4	10.68
422	424	3	7.77
116	612	13	15.41
108	227	41	21.81
301	267	6	10.35
398	608	3	9.98
115	2067	4	6.65
509	644	16	128.36
108	293	46	46.83
360	264	6	12.05
225	700	5	14.53
218	301	7	9.63
262	2982	3	17.48
1007	370	11	83.9
377	399	4	10.47
677	334	5	21.39
535	667	4	20.54
327	277	5	7.07
1547	3547	3	35.05
124	1333	6	10.44
478	314	4	10.68
169	1742	3	8.12
292	241	7	8.63
3104	121	3	6.75
1037	114	9	19.06
863	509	3	14.2
218	169	15	12.62
5010	4781	3	54.67
967	774	3	19.01
286	595	4	11.53
324	1509	10	88.44
439	12	38	26.36
367	112	18	9.03
3780	102	4	9.44
189	1580	3	10.17
466	192	7	13.8
3340	154	3	12.67
232	507	4	6.99
821	102	19	26.58
2308	104	6	8.87
113	154	61	8.6
105	5970	3	8.54
112	1002	7	7.33
250	406	5	9.37
3589	672	4	42.94
128	231	51	114.86
1207	257	4	17.39
190	1748	3	9.79
660	408	5	23.82
3678	259	3	19.04
418	299	4	8.37
177	659	6	11.69
265	704	3	7.5
267	316	7	14.68
111	430	23	29.2
5115	2784	3	46.35
250	457	5	11.01
1411	248	3	11.66
392	374	5	15.99
102	323	50	21.37
418	248	8	22.14
134	1421	4	7.97
432	622	3	11.18
128	114	119	53.51
1431	211	5	22.43
216	1821	3	12.32
838	140	5	7.23
171	142	50	46.22
878	178	4	8.25
2678	140	3	8.48
303	5729	3	27.6
1989	178	3	10.43
802	12	20	9.76
4109	127	3	10.98
453	138	11	12.68
102	208	99	33.85
432	742	3	12.27
3495	9	3	7.22
240	180	11	7.06
9	1106	7	9.92
605	472	3	12.52
516	259	4	8.29
12	2066	8	7.86
279	1629	3	13.48
542	246	4	8.89
104	3588	4	6.72
145	1344	4	8
184	386	14	40.08
179	1472	3	7.23
343	2156	4	26.14
327	381	7	22
405	123	15	12.98
2542	133	3	7.76
113	581	10	7.27
123	178	41	7.99
138	929	6	11.89
1304	572	4	27.92
488	112	16	15.48
1498	192	3	8.78
124	1590	5	9.13
132	4402	4	23.54
2290	110	5	12.74
9	896	11	21.53
321	104	38	9.77
142	2398	3	7.73
667	102	19	12.3
178	110	51	9.74
863	208	17	104.13
2174	104	6	8.87
1727	118	6	13.55
1062	166	4	7.96
135	3398	3	11.38
1234	127	5	7.44
2906	968	3	30.14
8	2423	4	8.85
147	636	7	12.99
206	1364	3	9.19
111	222	36	12.35
2	3888	3	20.42
221	645	9	33.86
792	281	3	8.34
171	444	7	8.74
131	2980	3	9.79
557	2787	3	26.46
208	1677	7	41.03
112	669	11	10.62
105	5927	3	8.54
2629	2577	3	35.55
102	509	24	8.43
1113	131	7	17.26
2158	142	3	6.97
716	140	6	7.83
137	149	45	17.56
304	142	16	17.03
5855	104	3	8.36
156	3396	3	13.45
250	156	18	22.42
165	8	104	101.71
111	121	160	36.29
57	1235	3	11.47
1365	9	5	6.97
2529	128	5	29.19
589	138	8	10.61
660	17	4	8.88
107	1536	8	16.86
119	1909	5	12.21
221	849	3	8.5
1051	110	10	22.38
1999	154	9	57.82
1401	128	5	11.94
553	102	21	8.18
1044	861	3	21.2
111	180	88	66.24
412	128	10	9.4
1945	144	5	16.69
1773	191	3	10.9
296	165	12	14.33
614	1167	3	18.83
1076	135	5	9.41
1280	165	4	10.47
673	202	4	7.17
210	1175	4	13.3
144	115	88	22.91
889	218	3	7.41
226	120	37	23.65
5716	105	3	8.54
787	476	3	13.6
390	1878	3	19.77
163	2019	3	8.75
144	290	18	18.93
117	322	22	14.55
154	467	7	7.75
1428	249	3	12.03
307	1019	3	11.75
127	371	17	20.48
2450	680	3	26.66
226	221	11	13.94
203	105	102	51.43
3765	103	4	10.16
2263	135	4	14.63
834	137	8	16.87
1119	105	13	18.52
1790	103	10	19.36
1211	153	4	8.79
3639	101	4	7.79
982	132	10	33.64
450	139	18	42.57
910	150	6	12.94
591	106	16	10.9
1435	157	6	19.73
2049	141	3	7.08
303	1112	3	11.68
156	1921	3	8.32
622	220	5	13.88
101	4053	4	7.79
3547	157	3	12.51
131	234	20	7.85
422	305	4	9.52
261	709	7	29.05
116	1070	6	6.81
301	447	4	8.91
110	1282	6	9.83
141	469	13	23.85
5729	303	3	27.6
156	2056	4	15.92
109	675	13	15.08
114	290	25	10.86
283	422	4	7.55
226	1394	3	11.07
9	5691	3	13.51
1367	621	3	20.58
127	1309	5	8.06
106	2145	5	7.36
262	1304	3	11.04
275	610	3	7.76
776	230	4	12.32
3561	119	3	7.93
467	103	29	18.5
704	202	4	8.3
1000	184	4	12.54
1225	115	6	7.92
2133	1584	3	29.73
114	115	204	62.63
2166	108	5	8.59
4933	109	3	12.44
1393	168	3	8.43
328	108	25	12.3
204	1851	3	11.08
135	782	5	6.91
8	1978	5	10.71
191	764	4	7.67
219	141	38	63.77
492	297	4	9.63
105	284	52	29.65
947	280	4	16.07
1620	409	4	26.29
110	469	25	48.66
1178	328	3	12.83
355	373	4	10.1
2556	384	3	20.48
2851	1248	3	33.4
202	342	8	10.96
105	117	444	179.75
2550	174	3	11.77
107	3063	5	14.2
315	2269	3	18.48
492	181	7	11.44
1815	119	4	6.74
341	109	53	114.02
270	126	47	91.66
105	184	90	22.66
947	132	9	26.71
1631	4434	4	55.31
1150	170	4	9.27
136	546	10	15.87
2018	141	3	7.08
3906	161	3	15.18
237	1496	3	13.26
1430	113	11	39.17
179	205	17	9.91
370	123	19	22.4
114	3102	3	6.84
266	1502	3	13.23
113	1172	6	7.52
9	1801	6	14.46
5262	192	3	22.34
406	147	12	17.28
1495	12	10	7.75
8	5361	3	13.29
124	143	81	23.53
2702	128	5	23.9
426	164	12	22.66
1802	9	5	11.04
233	116	29	7.79
810	9	8	7.45
195	914	3	6.68
287	104	44	9.45
702	102	17	9.62
1219	861	3	21.62
2140	104	6	6.98
2543	164	4	16.53
790	145	6	10.8
439	1319	3	17.9
215	446	7	15.36
9	1665	7	18.01
12	710	23	11.3
106	1064	9	7.94
461	281	4	8.17
406	263	6	13.77
3135	370	3	23.29
754	226	4	10.61
12	634	23	8.57
118	367	15	6.96
534	1529	3	18.8
245	114	39	30.52
101	484	33	18.92
335	142	11	6.8
1112	8	13	37.57
280	156	19	30.7
962	3438	3	30.72
110	2702	4	10.93
267	1235	6	34.34
2560	128	5	21.04
359	125	15	13.35
937	104	15	18.32
147	1909	4	12.92
1641	173	3	8.42
5647	131	3	16.25
584	102	25	17.15
707	796	3	16.46
1516	102	9	8.13
1588	118	5	8.22
119	636	14	28.38
206	392	6	9.68
110	4935	3	13.59
280	257	10	21.12
1544	270	3	13.05
415	243	12	42.08
140	296	22	33.12
1160	1052	5	44.17
128	1251	8	25.45
2020	158	3	8.55
1374	752	3	22.75
2596	142	4	14.48
105	794	16	15.14
329	579	4	12.51
121	167	50	11.07
116	1120	9	18.89
1488	142	8	30.71
224	502	4	7.08
1312	9	5	7.77
3448	166	3	12.86
110	905	7	6.97
441	547	3	11.7
174	756	7	19.05
431	208	15	54.39
