3526	9321	17
246	9850	23
104	132	16
104	1866	18
106	8793	3
3259	5492	8
1731	3843	11
6259	2534	9
182	1919	4
744	8965	19
103	2376	9
2994	6503	4
2151	8063	21
1901	5247	19
14	1284	23
122	8285	8
792	4375	18
2323	2508	4
14	6247	24
104	6231	38
14	9028	26
108	1233	2
14	4032	14
112	1032	28
300	8826	1
9112	3452	8
129	3393	11
7743	9694	20
150	4519	10
103	4161	14
1120	6910	31
347	6313	7
3047	6375	40
12	2661	6
3372	2649	8
102	3810	13
114	6595	4
170	9473	7
275	4860	10
123	337	12
1694	9605	12
130	1708	31
295	8333	1
182	308	1
103	7046	6
646	6384	31
114	5232	36
194	4631	4
27844	8074	12
161	730	5
226	9732	13
209	3063	20
8405	3645	3
2028	3354	14
412	85	12
352	6029	2
162	7289	6
114	6971	41
296	130	20
111	703	8
101	7019	5
245	1535	9
2202	4549	0
213	2196	1
106	1592	3
134	3981	5
269	6049	7
180	2425	2
169	7524	31
172	6691	24
154	3101	18
650	6659	2
380	6598	15
11506	5916	13
13784	3614	0
101	2948	7
1430	1530	12
12	1195	12
130	7971	14
405	5758	0
149	458	3
143	9411	7
107	2449	30
6945	3547	0
9	6573	38
119	7657	17
5589	5694	8
14	4227	24
119	3456	5
25716	5517	3
103	5810	36
1497	229	5
58	3203	9
686	2772	9
168	1543	6
10810	9084	18
3100	1147	15
106	7671	16
6397	1684	5
576	5291	31
13365	3811	11
285	1725	24
101	7148	7
2145	5372	35
103	1059	29
333	1905	0
110	1081	8
116	4075	15
118	2602	1
1639	5252	12
14	530	33
579	4579	20
8	2975	6
419	3011	2
9374	3271	27
8792	2631	13
110	3060	19
114	1348	3
12	1928	4
189	2091	21
27475	2716	19
10272	6670	19
2234	812	5
2140	3916	0
18845	5731	1
3478	8814	2
118	8678	1
1330	6703	2
9077	1012	24
102	1893	7
442	6611	22
1469	4544	18
146	971	8
14	557	12
205	8905	29
1105	7909	17
124	7931	4
3014	8396	1
102	4557	1
398	194	20
2096	132	21
281	3708	2
10547	7210	5
138	5712	0
112	971	11
20661	9978	7
379	1699	4
262	4051	16
102	3570	41
12	1890	8
112	3429	26
170	6370	3
102	7814	12
13382	4257	3
510	2944	17
2968	527	16
14	3177	17
23388	897	7
1546	2945	30
119	9313	9
1365	7022	22
17433	4539	28
905	5356	18
117	6787	5
14	6380	27
129	3979	30
112	4900	9
9175	9038	3
123	4849	28
12	1088	20
3932	1190	8
2029	6836	16
717	3861	4
101	2251	21
201	2792	2
230	8890	7
105	9481	4
633	7140	17
614	1342	13
4649	7569	3
1283	8667	5
456	448	7
149	5410	7
197	1726	9
3010	5675	15
173	4995	27
129	2465	20
242	9024	14
1569	6180	18
116	4998	4
19191	815	4
263	5269	6
4267	9913	7
20858	9136	20
102	9862	6
19435	9011	4
587	2013	2
5173	9102	0
160	7061	4
25368	574	0
101	8805	11
177	6515	31
14	8502	32
22772	2611	6
170	6245	1
27431	5477	5
979	2695	2
227	7518	36
4158	4346	9
121	7318	21
523	4877	12
3055	3502	7
12	9058	7
17687	7240	12
108	787	1
2903	485	40
103	2209	20
548	9538	0
178	7775	13
1065	830	5
452	8683	9
1098	3058	28
2387	1555	1
556	1115	11
338	5380	5
104	6819	10
26442	7901	4
20103	711	22
12	8483	17
3617	971	12
127	8563	10
3613	2719	2
119	3565	11
462	1973	5
141	8383	18
630	2687	19
14	3176	5
135	1107	10
14	6620	9
315	5981	38
103	6298	12
21174	4698	34
8147	2416	24
442	4683	7
12	8917	23
1485	3891	18
2640	4071	0
155	69	6
2470	5138	3
445	3395	2
102	1437	5
528	6671	26
103	9094	35
996	2440	0
3121	3660	12
145	4536	14
1657	7769	0
130	8851	18
194	9793	29
1882	1182	7
194	1578	14
653	8378	3
103	9023	24
106	5743	1
2451	5746	14
131	6493	19
26545	7631	21
14	7561	44
102	816	13
714	3520	21
1868	3063	32
14	1656	6
154	3100	41
160	362	5
148	5467	3
631	4761	0
128	4255	13
179	4844	1
165	9160	17
333	1993	0
279	2700	10
18137	5817	18
7653	950	7
137	5281	10
108	6507	2
715	9283	4
455	7003	0
8230	6076	5
12	2905	21
154	4551	9
262	8642	8
14	6938	29
1649	8930	3
2239	4782	18
2994	5904	26
1034	6132	5
111	3040	25
23025	4712	6
113	8189	4
208	6925	8
14	880	16
564	6869	3
122	9769	15
132	1245	24
331	1529	33
1092	2361	12
14	2484	9
3302	3967	47
2	4147	7
106	7625	6
104	8063	6
7239	2096	1
102	3324	2
142	5956	9
940	6567	4
204	9328	31
12	5400	6
322	8726	9
170	8247	7
114	2743	14
2946	2277	5
258	6430	28
162	1481	21
180	2211	28
6270	5080	5
1066	2692	11
112	5759	7
8	8874	16
12	3039	3
107	3524	20
397	4926	15
2026	7164	10
146	8627	1
166	1408	0
1530	817	0
2375	1400	13
12	497	22
917	4097	0
238	7025	1
163	9252	19
169	3993	19
148	7254	30
360	4106	13
296	7602	3
101	4604	4
103	5499	15
103	4054	2
903	7127	19
12	9237	17
476	6035	18
138	5864	0
9	7247	19
811	2885	4
1922	4715	5
9	3110	7
110	4493	4
104	6812	8
127	194	7
12	7665	19
149	3895	10
27900	1115	16
177	2118	3
26783	2600	5
2173	1654	0
1887	2989	2
101	8148	3
108	2985	12
15612	6176	7
944	2751	12
119	7056	3
189	8024	25
2791	6882	25
5933	7275	8
674	3800	16
160	3211	6
198	9094	8
12039	5901	14
133	4924	8
102	1620	1
233	5356	1
111	5492	43
261	194	13
208	1723	38
169	1008	2
105	9749	14
1534	4064	9
159	8747	22
1823	4220	14
12	6718	5
692	6430	0
12	3360	40
4404	7991	22
122	5127	16
169	3423	7
14	348	8
129	6868	10
108	1698	3
9	1637	28
2820	6414	17
145	315	22
12	2547	27
125	7662	6
547	7290	4
186	792	1
14	9565	19
358	747	23
251	73	4
2661	2697	11
12756	873	16
516	4581	8
150	5146	9
3583	2513	0
11188	3228	4
106	5186	13
119	1937	18
101	1051	16
8	2286	2
12	4220	10
650	3221	18
114	4784	13
21039	2866	28
283	3747	3
1465	5860	4
8521	233	17
113	5872	25
19607	5354	16
103	4788	25
101	2741	1
194	1606	20
171	8277	26
101	7415	11
1681	3439	0
102	5983	11
268	6164	12
1271	4859	6
1904	9478	21
987	505	11
188	5834	34
103	3796	7
122	7394	4
21490	8158	19
8	5750	49
27031	8538	7
235	7687	13
284	718	15
27817	9376	23
156	7914	4
120	6791	0
109	2177	10
12645	7778	17
1129	3475	18
2417	1264	11
19281	5886	17
1002	9041	12
160	4942	6
105	343	6
23477	1393	5
360	1996	20
12247	5993	10
127	2208	17
170	7249	4
11313	9084	10
24777	9360	37
108	3429	11
113	3993	5
101	2196	12
2	5330	12
450	1853	5
202	9176	29
791	9835	11
12	9781	8
563	7668	4
981	4284	14
480	2454	1
114	6164	15
119	2398	12
14	543	27
14	3824	28
313	4606	20
4966	4515	0
22626	8623	6
15531	3643	1
516	6691	20
171	3248	1
101	7318	4
183	5234	18
297	8265	35
300	2048	5
1028	1450	1
7188	9889	6
377	234	21
168	4784	27
229	1216	1
114	6740	13
12	9616	22
592	2545	0
106	6441	25
120	8483	0
169	4414	13
23852	838	6
197	9867	23
459	4162	25
102	2553	1
131	1075	9
161	9674	1
104	4729	28
206	7035	14
14	5511	32
114	5693	28
14	4681	34
340	5397	6
1759	5291	8
127	3596	13
411	4422	13
101	150	1
183	2162	23
105	5751	18
370	9893	11
1170	9071	18
102	6422	3
716	4071	3
719	2896	1
14	4273	15
1491	4698	7
9	2112	14
670	5190	6
338	3833	1
103	8479	1
146	1562	17
199	529	0
164	8643	0
490	6742	3
14	1249	36
23133	4891	8
104	4080	31
107	908	8
160	2258	34
237	2928	18
711	5479	29
395	4761	8
124	2279	3
24348	1290	15
20139	8945	12
1715	2394	21
16806	6067	7
157	1509	7
103	2771	1
14	5907	23
13643	5307	9
706	5305	15
109	6277	16
536	2253	1
746	4755	16
287	2027	10
102	1532	10
20703	9863	11
1805	7055	7
14	2761	35
851	1255	35
12	379	1
117	9946	4
4706	9548	5
4134	1181	1
14	4095	12
433	3113	10
16107	7401	22
151	4783	18
116	5373	19
259	6399	29
119	1031	32
21074	5142	3
14184	6659	12
133	3667	6
244	7598	27
18101	9983	0
12	9375	6
184	5821	14
111	7328	22
162	5569	14
343	6064	27
4086	8005	7
4080	7657	18
157	975	13
12	3006	12
116	5821	17
12	5853	3
570	2499	6
1370	2933	8
26222	3178	4
191	6596	6
130	8244	9
2721	4417	1
205	7933	18
109	7406	12
103	6431	11
1610	6307	2
101	4242	27
230	8270	4
1946	3973	14
185	9876	1
135	7633	33
2770	5131	19
224	5234	4
112	1016	8
12	827	3
133	6962	4
4242	1463	11
12	2872	26
131	912	5
8	2274	3
863	7590	15
101	985	19
144	4694	3
135	1255	11
5110	8430	0
4299	1568	16
275	6695	8
125	5701	20
27768	2853	20
17152	1019	21
170	2970	8
182	2543	3
14	7953	26
3411	527	12
15497	8221	4
20994	1962	33
126	4513	10
112	9020	11
108	2547	36
312	5556	18
515	2091	24
27066	4256	4
1716	4602	26
110	6223	18
4982	4622	0
14519	3083	13
1205	2155	0
14	3764	20
356	1834	17
137	683	9
14	958	15
6341	142	0
18103	6136	5
178	7226	39
212	2183	12
9	8143	10
24863	8955	15
1609	7747	10
12581	4596	9
3490	4660	18
180	4003	1
137	2606	6
26368	5509	15
105	9462	29
14	6077	19
3066	6239	29
15524	8556	6
180	2730	3
1953	1714	8
296	6878	4
192	6537	6
101	9874	4
102	446	16
190	5177	9
12	4766	13
175	5455	5
1055	5566	0
103	2033	8
106	4911	30
119	6737	12
453	5940	2
122	2212	4
227	734	23
3858	2033	14
183	179	16
113	2196	13
14	8466	28
1669	6518	1
2044	2664	19
1557	1826	0
25060	8122	17
108	5294	18
298	8726	2
5263	9113	21
155	7882	10
15132	1456	12
111	2414	4
14	1298	19
17237	5999	14
1915	5519	36
670	7561	5
85	6377	21
179	6375	19
338	3033	5
140	4905	6
214	5716	27
1431	2797	2
14	6704	10
1638	5784	13
491	4694	0
101	8988	4
126	5477	6
109	6473	10
103	2982	32
175	1894	19
130	8220	27
114	3732	27
506	5276	22
13771	3635	3
241	4978	16
158	4074	8
3122	116	6
145	6964	30
337	1734	24
226	1561	1
2567	8975	25
14	6391	10
106	3210	5
196	4969	4
3770	4225	11
14	8753	20
2749	8590	8
105	2610	11
122	2658	16
531	8036	13
25283	9316	2
951	8897	16
1121	1924	7
9	2153	8
27753	9072	10
1104	6011	12
1084	2989	4
16541	3967	45
20357	2554	5
1774	2476	0
120	8323	0
730	3475	8
1204	8731	12
1054	4755	6
2207	5058	0
351	567	1
204	8255	16
2014	3844	0
2462	4398	0
5394	5402	8
23294	7027	15
123	2796	26
167	5022	17
14	9905	16
262	5805	28
8104	1970	13
167	9116	22
307	2833	10
12	6199	26
8916	3266	15
14	5550	38
116	8089	10
26748	3217	11
114	6942	1
187	9625	0
113	6964	29
2250	4051	20
199	374	0
109	6027	1
583	5187	12
20510	3760	11
164	8291	0
105	4786	10
1580	5605	14
1715	3445	1
154	4286	41
199	945	0
401	7902	16
866	7213	7
117	9661	4
925	4967	1
129	3517	3
14	7046	33
6	1764	6
104	3039	11
255	1624	11
114	3995	11
456	82	16
12	3415	12
144	2036	11
1025	3627	7
1009	8355	7
9	476	58
2918	4297	5
532	9378	16
154	5512	6
116	6452	2
14	4127	11
115	336	8
1143	948	4
14	7408	12
2	8154	15
3663	8386	13
3532	3013	19
1013	8008	0
2929	4793	14
26255	2897	2
290	3052	15
3658	7334	8
114	6616	21
186	4607	8
131	560	5
141	3723	13
24337	2909	14
205	9464	6
2649	9059	8
694	5269	10
6088	8686	15
103	660	16
101	2038	7
124	1449	16
123	8837	4
274	5662	3
145	7538	14
12	6485	4
181	4386	2
305	1353	25
110	5643	15
572	3300	13
116	186	7
102	6363	13
1061	2489	10
12	2590	12
12	6013	3
16556	8393	23
14	8574	6
25191	1562	20
16663	2043	8
15255	1748	32
12	2490	6
426	11	0
555	2555	38
2607	5579	31
1641	4604	30
102	4190	2
12	5436	21
3295	2271	7
362	3128	6
133	1334	11
115	9266	25
176	1674	7
8660	9638	6
3186	1089	3
105	8336	20
101	7483	17
150	5456	5
116	9656	13
4631	6258	20
107	9155	8
127	9325	24
218	3380	16
176	518	2
252	9848	11
151	2785	12
112	3088	20
107	2760	8
125	4392	7
102	4571	5
20668	4089	2
16167	8001	0
103	919	1
160	9091	10
106	5804	11
119	689	22
1115	8475	6
3300	613	4
107	5832	13
472	924	18
125	9381	20
130	1972	31
101	890	2
101	6615	15
14	4345	6
1381	2842	1
16000	7656	0
8	3114	14
428	3722	4
407	2507	4
328	2640	10
263	2179	7
535	5026	4
117	6674	3
292	4433	13
2521	8803	10
248	1007	0
186	1727	7
175	9956	29
19260	151	6
22890	1528	30
102	2358	10
639	6277	18
12	350	6
858	87	12
999	6962	7
102	2259	22
601	3575	14
14	4344	18
250	1906	41
196	2016	15
8854	7826	45
198	5037	9
132	1531	14
155	6251	3
498	2560	5
215	339	6
617	4255	6
218	2983	33
19764	3847	8
142	453	9
12	5182	16
4387	4695	14
210	8035	21
9	8331	21
1952	1712	14
6174	7945	0
319	5728	6
1360	2129	26
106	6496	4
2890	901	22
180	1167	17
1369	8888	11
165	7364	7
125	5573	13
103	1936	7
2	4699	23
14	3090	27
183	2582	6
9682	6371	0
360	9071	10
18079	8141	4
1912	2327	8
267	5560	15
22224	9388	6
203	7931	1
7271	5608	3
20249	1271	5
19035	7530	16
18289	4142	3
102	4626	1
172	152	17
128	4721	11
101	2962	3
108	652	3
358	842	3
14094	7621	4
5271	189	1
19781	4299	9
2482	6701	12
4136	5643	8
131	7090	1
12	6937	7
136	6668	1
104	1753	17
3017	9371	5
159	2118	2
1668	5828	20
1436	5614	9
122	5529	41
116	1699	33
25216	928	3
18395	4803	34
1101	1995	15
101	5587	16
640	1833	1
118	7417	13
138	5960	0
731	3899	0
16214	7636	10
165	2219	1
16	6436	38
121	236	14
181	3497	4
105	4378	1
20137	8375	29
150	1201	3
109	2658	25
1265	5579	24
2	6744	14
233	2019	1
127	6984	8
2464	5410	8
178	5790	37
18005	8775	5
627	4576	2
275	5312	4
193	2925	21
103	3064	2
101	8734	1
489	5781	11
225	2803	15
237	2204	17
101	3967	9
439	3082	33
14	9786	19
102	7157	16
102	7227	18
123	4072	13
14065	5382	17
102	4401	9
101	2837	1
557	9894	14
634	3300	36
194	1539	8
256	6654	2
17	1231	15
1884	6393	30
14	3091	15
690	2683	1
122	1486	4
169	3327	7
126	2151	6
820	2588	21
3993	5737	28
102	5176	11
12	1816	22
9	3749	15
23491	4629	16
5363	8107	16
126	6735	4
565	5688	10
2101	1952	1
102	7027	6
3399	8348	16
5905	1875	12
12644	7420	20
23553	1787	7
188	9006	10
107	3353	1
177	9622	4
482	7377	1
129	5998	10
5717	4369	14
1547	6377	5
193	6454	6
1229	4582	9
14	9158	22
7049	1535	3
103	5289	10
336	9370	5
14	6373	20
103	1317	2
182	7504	5
1041	2448	6
23350	3744	14
5033	6237	22
108	7159	1
134	1325	29
109	9117	10
991	5397	13
192	7189	24
22687	4084	1
316	5589	0
1350	6388	8
24133	839	12
260	7640	1
177	3674	4
423	3951	6
167	6784	6
16779	5300	2
824	1937	17
143	5625	38
101	7586	12
10397	2428	12
137	6518	4
14	2543	10
9928	4883	13
101	1807	1
6188	5526	27
121	24	29
18001	4535	22
158	913	7
102	7467	9
175	5468	15
408	1717	30
101	6188	12
25885	1261	14
120	7454	0
1606	2579	1
14476	7403	8
2644	3068	3
102	4705	16
109	6939	22
3310	9420	0
105	4591	6
217	2466	23
1660	5028	18
153	7285	21
121	7546	6
140	851	24
497	9693	0
384	5707	14
154	8893	5
1414	7650	1
17411	2164	11
12	34	7
147	9922	11
143	7017	14
1874	4680	16
2026	130	22
117	5568	19
3294	4875	2
271	6372	10
819	5195	5
7182	5015	0
193	5181	9
14	5463	32
193	6354	14
286	1146	31
350	1422	15
184	6894	19
2552	2394	14
694	3654	3
223	1894	18
111	4048	6
101	1645	31
4264	3067	28
208	153	24
111	8881	14
12	8170	18
2557	2246	14
1764	2932	2
12548	7991	29
139	9919	3
18118	3311	11
236	8125	15
14	9005	14
1672	7341	13
609	7186	2
106	6345	36
191	6547	4
6142	3043	9
4705	7250	27
199	705	0
119	5824	15
14176	8904	7
162	4696	14
187	9774	0
171	674	10
173	2956	3
164	7678	0
199	6	0
4026	3831	1
109	5883	1
101	6029	13
684	8379	20
152	2045	20
14685	9054	4
104	9481	3
720	8075	1
1926	1095	5
418	2857	9
108	6905	5
434	9034	4
113	5391	16
14	4109	21
157	1333	7
3552	1756	32
109	4753	9
3785	2046	0
102	3597	15
176	8634	10
115	3592	15
537	3996	13
662	6544	9
230	7101	6
14	2309	6
18614	7606	5
9088	3773	2
388	6140	6
1589	3707	6
965	7396	20
6572	2052	0
105	2536	5
14755	4982	0
185	928	6
215	6184	4
695	3856	3
5670	5591	44
101	3936	2
26051	7321	0
14	3439	14
164	6839	0
115	5889	8
8734	9933	14
6723	8336	17
14638	2816	1
159	6193	9
167	6290	39
114	3692	9
104	236	16
416	8916	11
5050	2111	6
12	9416	4
274	2573	12
102	2784	5
158	8059	14
58	8783	4
3891	9892	4
102	3374	7
104	6278	29
2258	3646	3
659	4637	6
9340	4496	37
14	6159	24
108	8953	15
16048	7626	1
297	5568	5
123	7026	12
8	1245	4
212	6642	2
202	5453	30
115	6797	5
14975	6071	16
151	309	14
106	1298	4
4143	4883	6
211	3711	8
103	6920	11
3192	9266	20
323	8013	10
26146	4018	16
1304	1528	5
213	121	14
103	9987	6
128	1431	52
106	6295	6
148	682	3
20951	3365	9
137	3098	19
839	6352	8
8	4729	3
293	4683	19
14	5126	18
132	4686	6
7190	4992	0
108	4637	5
132	9602	3
7824	9525	0
920	436	3
128	4397	19
103	955	38
1393	9715	19
2762	7031	18
625	2301	0
382	8644	4
12	9961	9
1322	4838	33
172	4239	1
113	3744	24
24991	3746	14
107	4169	34
14	7648	23
889	5346	27
282	2515	8
447	854	6
898	4342	0
196	6043	5
101	2120	13
105	970	17
12	781	14
130	5028	9
1133	6737	9
321	4917	0
300	5013	1
3841	2655	1
107	2553	30
179	2192	24
233	2129	10
21463	2447	24
140	4818	5
243	6094	11
20617	1773	5
2411	9963	12
465	7146	6
2798	6061	9
111	7986	17
9854	5499	3
137	1532	22
1410	761	16
4336	8251	8
101	1766	28
165	7604	7
559	3078	0
158	5754	18
154	4338	21
103	5731	31
129	2694	6
23680	519	5
112	1820	34
6363	7391	1
101	6597	17
132	225	6
105	7848	10
186	6251	8
222	8291	8
503	1779	27
152	5783	17
1579	5492	15
11655	1721	13
12	5291	12
243	8678	6
112	3781	10
16	3779	13
14	8872	9
225	9422	31
4023	6152	26
20409	4808	18
111	9943	7
789	6065	6
112	1734	19
104	9933	18
442	6687	28
106	642	36
10927	2270	1
122	3158	5
106	4598	1
105	7073	8
124	7827	4
103	771	9
6601	7712	9
125	4185	19
532	4893	4
545	6208	1
2	5745	34
2938	2375	29
131	6987	7
436	5543	16
14	9455	13
103	7818	10
907	7076	10
111	2296	9
192	9494	3
1291	5847	41
9687	143	1
101	9989	29
7038	4751	5
396	8813	18
26011	3845	27
286	9017	3
138	5688	0
12	7683	15
5403	9042	9
12	8214	34
166	1360	0
127	45	42
